Detailed Statistics Airborne Time  
Origin Airport: Seattle, WA: Seattle/Tacoma International (SEA)
Destination Airport: Dallas/Fort Worth, TX: Dallas/Fort Worth International (DFW)
Airline: American Airlines Inc. (AA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2023

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Origin Airport,Destination Airport,Airborne Time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AA","08/07/2023","1667","N932AM","SEA","DFW","190","0","0","0","0","0"
"AA","08/07/2023","1992","N131NN","SEA","DFW","193","0","0","0","0","0"
"AA","08/07/2023","2472","N405AN","SEA","DFW","193","0","0","0","0","0"
"AA","08/07/2023","2748","N120EE","SEA","DFW","190","0","0","0","0","0"
"AA","08/07/2023","2767","N146AA","SEA","DFW","190","3","0","0","0","37"
"AA","08/07/2023","2769","N171US","SEA","DFW","201","18","0","0","0","94"
"AA","08/08/2023","1326","N421UW","SEA","DFW","191","0","0","0","0","0"
"AA","08/08/2023","1489","N445AA","SEA","DFW","192","0","0","0","0","0"
"AA","08/08/2023","1667","N128AN","SEA","DFW","195","0","0","0","0","0"
"AA","08/08/2023","1992","N159AN","SEA","DFW","197","0","0","0","0","0"
"AA","08/08/2023","2472","N445AA","SEA","DFW","192","0","0","0","0","0"
"AA","08/08/2023","2748","N154AA","SEA","DFW","192","19","0","0","0","484"
"AA","08/08/2023","2767","N994AN","SEA","DFW","190","0","0","0","0","0"
"AA","08/08/2023","2769","N521UW","SEA","DFW","194","14","0","0","0","75"
"AA","08/09/2023","1326","N457AM","SEA","DFW","192","30","0","0","0","9"
"AA","08/09/2023","1489","N413AN","SEA","DFW","191","0","0","0","0","0"
"AA","08/09/2023","1667","N120EE","SEA","DFW","197","0","0","0","0","0"
"AA","08/09/2023","1992","N149AN","SEA","DFW","0","0","0","0","0","0"
"AA","08/09/2023","2472","N455AN","SEA","DFW","197","0","0","0","0","0"
"AA","08/09/2023","2748","N909AM","SEA","DFW","192","0","0","0","0","0"
"AA","08/09/2023","2767","N910AU","SEA","DFW","193","0","0","0","0","0"
"AA","08/09/2023","2769","N578UW","SEA","DFW","224","5","0","26","0","2"
"AA","08/10/2023","1326","N433AN","SEA","DFW","190","0","0","0","0","61"
"AA","08/10/2023","1489","N445AA","SEA","DFW","191","0","0","0","0","0"
"AA","08/10/2023","1667","N129AA","SEA","DFW","187","0","0","0","0","0"
"AA","08/10/2023","1992","N166NN","SEA","DFW","203","0","0","0","0","0"
"AA","08/10/2023","2472","N458AL","SEA","DFW","187","0","0","0","0","0"
"AA","08/10/2023","2748","N903AA","SEA","DFW","191","0","0","0","0","0"
"AA","08/10/2023","2767","N148AN","SEA","DFW","187","0","0","0","0","0"
"AA","08/10/2023","2769","N510UW","SEA","DFW","199","3","0","0","0","20"
"AA","08/11/2023","1326","N403AN","SEA","DFW","200","0","0","0","0","0"
"AA","08/11/2023","1489","N403AN","SEA","DFW","196","0","0","0","0","0"
"AA","08/11/2023","1667","N991AU","SEA","DFW","199","0","0","0","5","179"
"AA","08/11/2023","1992","N164NN","SEA","DFW","199","66","0","0","0","0"
"AA","08/11/2023","2472","N902AA","SEA","DFW","200","0","0","6","0","275"
"AA","08/11/2023","2748","N132AN","SEA","DFW","201","0","0","0","0","0"
"AA","08/11/2023","2767","N418AN","SEA","DFW","199","3","0","0","0","71"
"AA","08/11/2023","2769","N922US","SEA","DFW","203","9","0","7","0","0"
"AA","08/12/2023","1326","N412UW","SEA","DFW","203","0","0","0","0","18"
"AA","08/12/2023","1489","N427AN","SEA","DFW","198","0","0","0","0","0"
"AA","08/12/2023","1667","N134AN","SEA","DFW","198","0","0","0","0","0"
"AA","08/12/2023","1992","N993AN","SEA","DFW","217","0","0","0","0","0"
"AA","08/12/2023","2472","N427AN","SEA","DFW","205","0","0","0","0","0"
"AA","08/12/2023","2748","N136AN","SEA","DFW","199","0","0","0","0","0"
"AA","08/12/2023","2767","N144AN","SEA","DFW","205","0","0","0","0","0"
"AA","08/12/2023","2769","N179UW","SEA","DFW","216","0","0","0","0","0"
"AA","08/13/2023","1326","N427AN","SEA","DFW","202","0","0","0","0","0"
"AA","08/13/2023","1489","N461AN","SEA","DFW","200","0","0","0","0","0"
"AA","08/13/2023","1667","N904AA","SEA","DFW","201","0","0","0","0","0"
"AA","08/13/2023","1992","N132AN","SEA","DFW","212","0","0","0","0","0"
"AA","08/13/2023","2472","N432AN","SEA","DFW","203","17","0","22","0","0"
"AA","08/13/2023","2748","N140AN","SEA","DFW","200","0","0","0","0","0"
"AA","08/13/2023","2767","N148AN","SEA","DFW","202","0","0","0","0","0"
"AA","08/13/2023","2769","N928AM","SEA","DFW","207","26","0","8","0","0"
"AA","08/14/2023","1326","N431AN","SEA","DFW","205","0","0","0","0","0"
"AA","08/14/2023","1489","N414AL","SEA","DFW","202","0","0","0","0","0"
"AA","08/14/2023","1591","N124AA","SEA","DFW","199","18","0","0","0","0"
"AA","08/14/2023","1667","N149AN","SEA","DFW","209","0","0","0","0","0"
"AA","08/14/2023","1992","N989AU","SEA","DFW","201","0","0","0","0","0"
"AA","08/14/2023","2472","N423AN","SEA","DFW","203","8","0","9","0","0"
"AA","08/14/2023","2748","N992AU","SEA","DFW","211","0","0","0","0","0"
"AA","08/14/2023","2767","N163AA","SEA","DFW","200","0","0","0","0","0"
"AA","08/14/2023","2769","N580UW","SEA","DFW","200","8","0","0","0","37"
"AA","08/15/2023","0668","N162UW","SEA","DFW","198","0","0","0","0","0"
"AA","08/15/2023","1326","N136AN","SEA","DFW","199","0","0","0","0","0"
"AA","08/15/2023","1667","N444UW","SEA","DFW","204","0","0","0","0","0"
"AA","08/15/2023","1992","N909AM","SEA","DFW","199","0","0","0","0","0"
"AA","08/15/2023","2371","N928AM","SEA","DFW","199","0","0","0","0","0"
"AA","08/15/2023","2748","N144AN","SEA","DFW","199","0","0","0","0","0"
"AA","08/15/2023","2767","N900UW","SEA","DFW","197","0","0","0","0","0"
"AA","08/15/2023","2769","N140AN","SEA","DFW","200","0","0","0","0","0"
"AA","08/16/2023","0668","N905AU","SEA","DFW","207","0","0","0","0","0"
"AA","08/16/2023","1326","N509AY","SEA","DFW","198","0","0","0","0","0"
"AA","08/16/2023","1667","N430AN","SEA","DFW","195","0","0","0","0","0"
"AA","08/16/2023","1992","N141NN","SEA","DFW","211","13","0","9","0","4"
"AA","08/16/2023","2371","N573UW","SEA","DFW","195","0","0","0","0","0"
"AA","08/16/2023","2748","N992AU","SEA","DFW","196","0","0","0","0","0"
"AA","08/16/2023","2767","N561UW","SEA","DFW","198","9","0","1","0","43"
"AA","08/16/2023","2769","N165NN","SEA","DFW","196","0","0","0","0","0"
"AA","08/17/2023","0668","N575UW","SEA","DFW","206","0","0","0","0","0"
"AA","08/17/2023","1326","N195UW","SEA","DFW","218","55","0","6","0","0"
"AA","08/17/2023","1667","N460AN","SEA","DFW","212","0","0","0","0","25"
"AA","08/17/2023","1992","N934AA","SEA","DFW","205","0","0","0","0","0"
"AA","08/17/2023","2371","N154AA","SEA","DFW","201","0","0","0","0","0"
"AA","08/17/2023","2748","N142AN","SEA","DFW","202","0","0","0","0","0"
"AA","08/17/2023","2767","N536UW","SEA","DFW","207","0","0","0","0","0"
"AA","08/17/2023","2769","N903AA","SEA","DFW","206","0","0","0","0","0"
"AA","08/18/2023","0668","N510UW","SEA","DFW","203","0","0","0","0","0"
"AA","08/18/2023","1326","N190UW","SEA","DFW","204","0","0","0","0","0"
"AA","08/18/2023","1667","N467AL","SEA","DFW","202","0","0","0","0","76"
"AA","08/18/2023","1992","N133AN","SEA","DFW","215","0","0","0","0","0"
"AA","08/18/2023","2371","N165NN","SEA","DFW","200","0","0","0","0","0"
"AA","08/18/2023","2748","N130AN","SEA","DFW","202","0","0","0","0","0"
"AA","08/18/2023","2767","N128AN","SEA","DFW","208","0","0","0","0","0"
"AA","08/18/2023","2769","N151AN","SEA","DFW","205","0","0","0","0","0"
"AA","08/19/2023","0668","N540UW","SEA","DFW","206","35","0","0","0","0"
"AA","08/19/2023","1326","N539UW","SEA","DFW","203","0","0","0","0","0"
"AA","08/19/2023","1667","N439AN","SEA","DFW","194","0","0","0","0","34"
"AA","08/19/2023","1992","N167AN","SEA","DFW","209","22","0","0","0","20"
"AA","08/19/2023","2371","N996AN","SEA","DFW","207","0","0","0","0","0"
"AA","08/19/2023","2748","N987AM","SEA","DFW","208","71","0","2","0","0"
"AA","08/19/2023","2767","N975UY","SEA","DFW","202","0","0","0","0","0"
"AA","08/19/2023","2769","N153AN","SEA","DFW","205","0","0","0","0","0"
"AA","08/20/2023","0668","N180US","SEA","DFW","216","0","0","0","0","0"
"AA","08/20/2023","1326","N539UW","SEA","DFW","211","0","0","0","0","0"
"AA","08/20/2023","1667","N434AN","SEA","DFW","212","0","0","0","0","0"
"AA","08/20/2023","1992","N156AN","SEA","DFW","214","0","0","0","0","0"
"AA","08/20/2023","2371","N904AA","SEA","DFW","214","0","0","0","0","0"
"AA","08/20/2023","2748","N143AN","SEA","DFW","220","0","0","0","0","0"
"AA","08/20/2023","2767","N540UW","SEA","DFW","218","16","0","15","0","0"
"AA","08/20/2023","2769","N140AN","SEA","DFW","221","0","0","35","0","0"
"AA","08/21/2023","0668","N917UY","SEA","DFW","205","0","0","0","0","0"
"AA","08/21/2023","1326","N544UW","SEA","DFW","217","0","0","0","0","0"
"AA","08/21/2023","1667","N415AN","SEA","DFW","212","0","0","0","0","0"
"AA","08/21/2023","1992","N973UY","SEA","DFW","205","17","0","0","0","163"
"AA","08/21/2023","2371","N133AN","SEA","DFW","207","0","0","0","0","0"
"AA","08/21/2023","2748","N128AN","SEA","DFW","214","0","0","0","0","0"
"AA","08/21/2023","2767","N538UW","SEA","DFW","216","0","0","0","0","0"
"AA","08/21/2023","2769","N120EE","SEA","DFW","214","0","0","0","0","0"
"AA","08/22/2023","0668","N147AA","SEA","DFW","198","0","0","0","0","0"
"AA","08/22/2023","1326","N539UW","SEA","DFW","209","0","0","1","0","773"
"AA","08/22/2023","1667","N462AA","SEA","DFW","204","0","0","0","0","0"
"AA","08/22/2023","1992","N128AN","SEA","DFW","210","0","0","0","0","0"
"AA","08/22/2023","2371","N561UW","SEA","DFW","205","0","0","0","0","0"
"AA","08/22/2023","2748","N198UW","SEA","DFW","209","0","0","0","0","0"
"AA","08/22/2023","2767","N973UY","SEA","DFW","211","0","0","0","0","0"
"AA","08/22/2023","2769","N932AM","SEA","DFW","206","0","0","0","0","0"
"AA","08/23/2023","0668","N586UW","SEA","DFW","201","0","0","0","0","0"
"AA","08/23/2023","1326","N507AY","SEA","DFW","199","0","0","0","0","0"
"AA","08/23/2023","1667","N449AN","SEA","DFW","203","0","0","0","0","0"
"AA","08/23/2023","1992","N131NN","SEA","DFW","197","0","0","0","0","0"
"AA","08/23/2023","2371","N124AA","SEA","DFW","197","0","0","0","0","0"
"AA","08/23/2023","2748","N915US","SEA","DFW","203","0","0","0","0","0"
"AA","08/23/2023","2767","N585UW","SEA","DFW","200","21","0","0","0","0"
"AA","08/23/2023","2769","N987AM","SEA","DFW","201","0","0","0","0","0"
"AA","08/24/2023","0668","N174US","SEA","DFW","206","6","0","0","0","10"
"AA","08/24/2023","1326","N167US","SEA","DFW","201","0","0","0","0","0"
"AA","08/24/2023","1667","N438AN","SEA","DFW","202","0","0","0","0","0"
"AA","08/24/2023","1992","N157AA","SEA","DFW","202","0","0","0","0","0"
"AA","08/24/2023","2371","N153AN","SEA","DFW","206","0","0","0","0","0"
"AA","08/24/2023","2748","N130AN","SEA","DFW","203","0","0","0","0","0"
"AA","08/24/2023","2767","N585UW","SEA","DFW","206","92","0","0","0","0"
"AA","08/24/2023","2769","N510UW","SEA","DFW","204","17","0","0","0","15"
"AA","08/25/2023","0668","N927UW","SEA","DFW","199","0","0","0","0","0"
"AA","08/25/2023","1326","N560UW","SEA","DFW","206","0","0","0","0","0"
"AA","08/25/2023","1667","N441UW","SEA","DFW","208","0","0","0","0","0"
"AA","08/25/2023","1992","N994AN","SEA","DFW","201","4","0","0","0","12"
"AA","08/25/2023","2371","N155NN","SEA","DFW","201","0","0","0","0","0"
"AA","08/25/2023","2748","N164NN","SEA","DFW","207","0","0","0","0","0"
"AA","08/25/2023","2767","N976UY","SEA","DFW","215","0","0","15","0","0"
"AA","08/25/2023","2769","N929AA","SEA","DFW","211","0","0","0","0","0"
"AA","08/26/2023","0668","N585UW","SEA","DFW","201","0","0","0","0","0"
"AA","08/26/2023","1326","N153AN","SEA","DFW","201","0","0","0","0","0"
"AA","08/26/2023","1667","N425AN","SEA","DFW","195","0","0","0","0","0"
"AA","08/26/2023","1992","N930AU","SEA","DFW","199","0","0","0","0","0"
"AA","08/26/2023","2371","N129AA","SEA","DFW","199","0","0","0","0","0"
"AA","08/26/2023","2748","N553UW","SEA","DFW","214","368","0","7","0","0"
"AA","08/26/2023","2767","N998AN","SEA","DFW","221","0","0","0","0","0"
"AA","08/26/2023","2769","N148AN","SEA","DFW","207","19","0","0","0","18"
"AA","08/27/2023","0668","N976UY","SEA","DFW","194","0","0","0","0","0"
"AA","08/27/2023","1326","N509AY","SEA","DFW","197","0","0","0","0","0"
"AA","08/27/2023","1667","N448AN","SEA","DFW","196","0","0","0","0","0"
"AA","08/27/2023","1992","N933AM","SEA","DFW","196","0","0","0","0","50"
"AA","08/27/2023","2371","N136AN","SEA","DFW","207","0","0","0","0","0"
"AA","08/27/2023","2748","N132AN","SEA","DFW","200","0","0","0","0","0"
"AA","08/27/2023","2767","N177US","SEA","DFW","0","0","0","0","0","0"
"AA","08/27/2023","2769","N928AM","SEA","DFW","205","0","0","0","0","0"
"AA","08/28/2023","0668","N578UW","SEA","DFW","192","0","0","0","0","54"
"AA","08/28/2023","1326","N198UW","SEA","DFW","192","0","0","0","0","0"
"AA","08/28/2023","1667","N453AA","SEA","DFW","189","0","0","0","0","0"
"AA","08/28/2023","1992","N996AN","SEA","DFW","193","0","0","0","0","0"
"AA","08/28/2023","2371","N144AN","SEA","DFW","194","0","0","0","0","0"
"AA","08/28/2023","2748","N900UW","SEA","DFW","191","0","0","0","0","0"
"AA","08/28/2023","2767","N979UY","SEA","DFW","194","0","0","0","0","0"
"AA","08/28/2023","2769","N158AN","SEA","DFW","191","0","0","0","0","0"
"AA","08/29/2023","0668","N169UW","SEA","DFW","190","0","0","0","0","0"
"AA","08/29/2023","1326","N538UW","SEA","DFW","194","0","0","0","0","0"
"AA","08/29/2023","1667","N438AN","SEA","DFW","188","0","0","0","0","0"
"AA","08/29/2023","1992","N995AN","SEA","DFW","195","0","0","0","0","0"
"AA","08/29/2023","2371","N979UY","SEA","DFW","196","0","0","0","0","0"
"AA","08/29/2023","2748","N931AM","SEA","DFW","198","0","0","0","0","0"
"AA","08/29/2023","2767","N926UW","SEA","DFW","196","0","0","0","0","0"
"AA","08/29/2023","2769","N139AN","SEA","DFW","198","0","0","0","0","0"
"AA","08/30/2023","0668","N585UW","SEA","DFW","193","0","0","0","0","0"
"AA","08/30/2023","1326","N578UW","SEA","DFW","199","0","0","0","0","0"
"AA","08/30/2023","1667","N462AA","SEA","DFW","189","0","0","0","0","0"
"AA","08/30/2023","1992","N578UW","SEA","DFW","190","0","0","0","0","0"
"AA","08/30/2023","2371","N136AN","SEA","DFW","192","0","0","0","0","0"
"AA","08/30/2023","2748","N902AA","SEA","DFW","190","0","0","0","0","0"
"AA","08/30/2023","2767","N184US","SEA","DFW","200","0","0","0","0","0"
"AA","08/30/2023","2769","N161AA","SEA","DFW","195","0","0","0","0","0"
"AA","08/31/2023","0668","N906AA","SEA","DFW","206","0","0","0","0","0"
"AA","08/31/2023","1326","N156UW","SEA","DFW","195","0","0","0","0","0"
"AA","08/31/2023","1667","N461AN","SEA","DFW","190","0","0","0","0","0"
"AA","08/31/2023","1992","N988AL","SEA","DFW","204","0","0","0","0","0"
"AA","08/31/2023","2371","N125AA","SEA","DFW","191","0","0","0","0","0"
"AA","08/31/2023","2748","N141NN","SEA","DFW","197","0","0","0","0","0"
"AA","08/31/2023","2767","N150UW","SEA","DFW","198","0","0","0","0","0"
"AA","08/31/2023","2769","N554UW","SEA","DFW","203","0","0","0","0","0"
"AA","09/01/2023","0668","N181UW","SEA","DFW","208","18","0","23","0","41"
"AA","09/01/2023","1326","N180US","SEA","DFW","209","435","0","0","0","0"
"AA","09/01/2023","1667","N423AN","SEA","DFW","206","0","0","0","0","0"
"AA","09/01/2023","1992","N135NN","SEA","DFW","205","0","0","0","0","0"
"AA","09/01/2023","2371","N118NN","SEA","DFW","221","0","0","17","0","0"
"AA","09/01/2023","2748","N125AA","SEA","DFW","215","0","0","0","0","0"
"AA","09/01/2023","2767","N178US","SEA","DFW","214","0","0","18","0","0"
"AA","09/01/2023","2769","N132AN","SEA","DFW","209","0","0","0","0","0"
"AA","09/02/2023","1326","N578UW","SEA","DFW","214","0","0","0","0","0"
"AA","09/02/2023","1667","N414AL","SEA","DFW","210","0","0","0","0","0"
"AA","09/02/2023","2371","N197UW","SEA","DFW","208","0","0","0","0","0"
"AA","09/02/2023","2748","N118NN","SEA","DFW","211","0","0","0","0","0"
"AA","09/02/2023","2767","N585UW","SEA","DFW","204","82","0","0","0","0"
"AA","09/03/2023","1326","N125AA","SEA","DFW","201","0","0","0","0","0"
"AA","09/03/2023","1667","N435AN","SEA","DFW","199","0","0","0","0","0"
"AA","09/03/2023","2371","N141NN","SEA","DFW","205","0","0","0","0","0"
"AA","09/03/2023","2748","N904AA","SEA","DFW","209","0","0","0","0","0"
"AA","09/03/2023","2767","N521UW","SEA","DFW","207","0","0","0","0","0"
"AA","09/04/2023","0668","N568UW","SEA","DFW","188","0","0","0","0","0"
"AA","09/04/2023","1326","N994AN","SEA","DFW","203","0","0","0","0","0"
"AA","09/04/2023","1667","N464AA","SEA","DFW","203","0","0","0","0","0"
"AA","09/04/2023","1992","N127AA","SEA","DFW","189","0","0","0","0","0"
"AA","09/04/2023","2371","N119NN","SEA","DFW","193","0","0","0","0","0"
"AA","09/04/2023","2748","N903AA","SEA","DFW","194","0","0","0","0","0"
"AA","09/04/2023","2767","N545UW","SEA","DFW","198","0","0","0","0","0"
"AA","09/04/2023","2769","N931AM","SEA","DFW","192","0","0","0","0","0"
"AA","09/05/2023","1326","N549UW","SEA","DFW","192","0","0","0","0","0"
"AA","09/05/2023","1667","N411AN","SEA","DFW","192","0","0","0","0","0"
"AA","09/05/2023","2371","N998AN","SEA","DFW","195","0","0","0","0","0"
"AA","09/05/2023","2748","N927UW","SEA","DFW","198","0","0","0","0","0"
"AA","09/05/2023","2767","N145AN","SEA","DFW","189","0","0","0","0","0"
"AA","09/05/2023","2769","N157AA","SEA","DFW","195","0","0","0","0","0"
"AA","09/06/2023","0993","N908AA","SEA","DFW","193","0","0","0","0","0"
"AA","09/06/2023","2371","N468AN","SEA","DFW","192","0","0","0","0","0"
"AA","09/06/2023","2748","N188US","SEA","DFW","196","0","0","0","0","0"
"AA","09/06/2023","2767","N462AA","SEA","DFW","201","0","0","0","0","0"
"AA","09/06/2023","2769","N452AN","SEA","DFW","193","0","0","0","0","0"
"AA","09/07/2023","0668","N412UW","SEA","DFW","192","0","0","0","0","0"
"AA","09/07/2023","0993","N135NN","SEA","DFW","196","0","0","0","0","0"
"AA","09/07/2023","1326","N165NN","SEA","DFW","191","1","0","0","0","20"
"AA","09/07/2023","1992","N120EE","SEA","DFW","195","0","0","0","0","0"
"AA","09/07/2023","2371","N154AA","SEA","DFW","190","0","0","0","0","0"
"AA","09/07/2023","2748","N143AN","SEA","DFW","193","0","0","0","0","0"
"AA","09/07/2023","2767","N982VJ","SEA","DFW","199","0","0","0","0","0"
"AA","09/07/2023","2769","N466AN","SEA","DFW","197","0","0","0","0","0"
"AA","09/08/2023","0668","N423AN","SEA","DFW","195","428","0","0","0","0"
"AA","09/08/2023","0993","N152AA","SEA","DFW","194","0","0","0","0","0"
"AA","09/08/2023","1326","N163AA","SEA","DFW","193","0","0","0","0","0"
"AA","09/08/2023","1992","N917UY","SEA","DFW","0","0","0","0","0","0"
"AA","09/08/2023","2371","N988AL","SEA","DFW","190","0","0","0","0","0"
"AA","09/08/2023","2748","N930AU","SEA","DFW","191","0","0","0","0","0"
"AA","09/08/2023","2767","N450AN","SEA","DFW","199","68","0","0","0","0"
"AA","09/08/2023","2769","N411AN","SEA","DFW","195","13","0","0","0","2"
"AA","09/09/2023","0668","N441UW","SEA","DFW","194","0","0","0","0","0"
"AA","09/09/2023","0993","N161AA","SEA","DFW","196","0","0","0","0","0"
"AA","09/09/2023","2371","N989AU","SEA","DFW","200","0","0","0","0","0"
"AA","09/09/2023","2748","N145AN","SEA","DFW","200","0","0","0","0","0"
"AA","09/09/2023","2767","N452AN","SEA","DFW","192","0","0","0","0","0"
"AA","09/09/2023","2769","N156AN","SEA","DFW","189","0","0","0","0","0"
"AA","09/10/2023","0993","N119NN","SEA","DFW","191","0","0","0","0","0"
"AA","09/10/2023","1326","N509AY","SEA","DFW","220","20","0","3","0","0"
"AA","09/10/2023","1992","N135NN","SEA","DFW","190","5","0","0","0","15"
"AA","09/10/2023","2371","N407AN","SEA","DFW","190","0","0","0","0","0"
"AA","09/10/2023","2748","N157AA","SEA","DFW","187","0","0","0","0","0"
"AA","09/10/2023","2767","N424AN","SEA","DFW","186","0","0","0","0","0"
"AA","09/10/2023","2769","N423AN","SEA","DFW","189","0","0","0","0","0"
"AA","09/11/2023","0668","N422AN","SEA","DFW","214","0","0","0","0","0"
"AA","09/11/2023","0993","N153AN","SEA","DFW","198","0","0","0","0","0"
"AA","09/11/2023","1326","N579UW","SEA","DFW","190","0","0","0","0","0"
"AA","09/11/2023","1992","N145AN","SEA","DFW","196","0","0","0","0","0"
"AA","09/11/2023","2371","N992AU","SEA","DFW","204","0","0","0","0","0"
"AA","09/11/2023","2748","N148AN","SEA","DFW","193","0","0","0","0","0"
"AA","09/11/2023","2767","N460AN","SEA","DFW","192","0","0","0","0","0"
"AA","09/11/2023","2769","N415AN","SEA","DFW","221","52","0","14","0","0"
"AA","09/12/2023","0668","N413AN","SEA","DFW","195","0","0","0","0","0"
"AA","09/12/2023","0993","N122NN","SEA","DFW","200","0","0","0","0","0"
"AA","09/12/2023","2371","N153AN","SEA","DFW","198","0","0","0","0","0"
"AA","09/12/2023","2748","N165NN","SEA","DFW","201","0","0","0","0","0"
"AA","09/12/2023","2767","N405AN","SEA","DFW","199","0","0","0","0","0"
"AA","09/12/2023","2769","N408AN","SEA","DFW","203","0","0","0","0","0"
"AA","09/13/2023","0668","N182UW","SEA","DFW","199","0","0","0","0","0"
"AA","09/13/2023","0993","N917UY","SEA","DFW","199","0","0","0","0","0"
"AA","09/13/2023","1326","N155NN","SEA","DFW","196","0","0","0","0","0"
"AA","09/13/2023","1992","N902AA","SEA","DFW","195","21","0","0","0","0"
"AA","09/13/2023","2371","N442AN","SEA","DFW","199","0","0","0","0","0"
"AA","09/13/2023","2748","N931AM","SEA","DFW","197","0","0","0","0","0"
"AA","09/13/2023","2767","N165NN","SEA","DFW","199","16","0","0","0","773"
"AA","09/13/2023","2769","N449AN","SEA","DFW","204","0","0","0","0","0"
"AA","09/14/2023","0668","N444UW","SEA","DFW","196","0","0","0","0","0"
"AA","09/14/2023","0993","N136AN","SEA","DFW","201","0","0","0","0","0"
"AA","09/14/2023","1326","N914UY","SEA","DFW","223","0","0","0","0","0"
"AA","09/14/2023","1992","N130AN","SEA","DFW","198","1","0","0","0","42"
"AA","09/14/2023","2371","N154AA","SEA","DFW","199","0","0","0","0","0"
"AA","09/14/2023","2748","N902AA","SEA","DFW","205","0","0","0","0","0"
"AA","09/14/2023","2767","N444UW","SEA","DFW","223","17","0","16","0","0"
"AA","09/14/2023","2769","N403AN","SEA","DFW","211","0","0","0","0","0"
"AA","09/15/2023","0668","N448AN","SEA","DFW","210","0","0","0","0","0"
"AA","09/15/2023","0993","N134AN","SEA","DFW","202","0","0","0","0","0"
"AA","09/15/2023","1326","N524UW","SEA","DFW","208","0","0","0","0","0"
"AA","09/15/2023","1992","N134AN","SEA","DFW","200","0","0","0","0","0"
"AA","09/15/2023","2371","N903AA","SEA","DFW","205","21","0","0","0","0"
"AA","09/15/2023","2748","N154AA","SEA","DFW","207","0","0","0","0","0"
"AA","09/15/2023","2767","N448AN","SEA","DFW","206","10","0","0","0","11"
"AA","09/15/2023","2769","N406AN","SEA","DFW","203","0","0","0","0","0"
"AA","09/16/2023","0668","N415AN","SEA","DFW","207","0","0","0","0","0"
"AA","09/16/2023","0993","N997AA","SEA","DFW","210","0","0","0","0","0"
"AA","09/16/2023","2371","N581UW","SEA","DFW","201","0","0","0","0","0"
"AA","09/16/2023","2748","N908AA","SEA","DFW","208","0","0","0","0","0"
"AA","09/16/2023","2767","N449AN","SEA","DFW","216","0","0","0","0","0"
"AA","09/16/2023","2769","N433AN","SEA","DFW","209","0","0","0","0","0"
"AA","09/17/2023","0993","N125AA","SEA","DFW","198","0","0","0","0","0"
"AA","09/17/2023","1326","N535UW","SEA","DFW","194","0","0","0","0","0"
"AA","09/17/2023","1992","N164NN","SEA","DFW","202","0","0","0","0","0"
"AA","09/17/2023","2371","N402AN","SEA","DFW","197","0","0","0","0","0"
"AA","09/17/2023","2748","N934AA","SEA","DFW","203","0","0","0","0","0"
"AA","09/17/2023","2767","N431AN","SEA","DFW","201","0","0","0","0","0"
"AA","09/17/2023","2769","N406AN","SEA","DFW","201","0","0","0","0","0"
"AA","09/18/2023","0668","N401AN","SEA","DFW","192","0","0","0","0","0"
"AA","09/18/2023","0993","N165NN","SEA","DFW","199","0","0","0","0","0"
"AA","09/18/2023","1326","N179UW","SEA","DFW","203","0","0","0","0","0"
"AA","09/18/2023","1992","N126AN","SEA","DFW","198","0","0","0","0","0"
"AA","09/18/2023","2371","N145AN","SEA","DFW","202","0","0","0","0","0"
"AA","09/18/2023","2748","N992AU","SEA","DFW","197","0","0","0","0","0"
"AA","09/18/2023","2767","N425AN","SEA","DFW","200","0","0","0","0","0"
"AA","09/18/2023","2769","N461AN","SEA","DFW","200","0","0","0","0","0"
"AA","09/19/2023","0668","N407AN","SEA","DFW","206","0","0","0","0","149"
"AA","09/19/2023","0993","N997AA","SEA","DFW","199","0","0","0","0","0"
"AA","09/19/2023","2371","N931AM","SEA","DFW","195","0","0","0","0","0"
"AA","09/19/2023","2748","N139AN","SEA","DFW","201","0","0","0","0","0"
"AA","09/19/2023","2767","N432AN","SEA","DFW","201","0","0","0","0","0"
"AA","09/19/2023","2769","N415AN","SEA","DFW","249","0","0","33","0","0"
"AA","09/20/2023","0668","N507AY","SEA","DFW","185","0","0","0","0","0"
"AA","09/20/2023","0993","N906AA","SEA","DFW","193","0","0","0","0","0"
"AA","09/20/2023","1326","N561UW","SEA","DFW","200","0","0","0","0","0"
"AA","09/20/2023","1992","N126AN","SEA","DFW","202","0","0","0","0","0"
"AA","09/20/2023","2371","N430AN","SEA","DFW","201","0","0","34","0","0"
"AA","09/20/2023","2748","N157AA","SEA","DFW","185","0","0","0","0","0"
"AA","09/20/2023","2767","N419AN","SEA","DFW","194","5","0","0","0","28"
"AA","09/20/2023","2769","N401AN","SEA","DFW","196","5","0","0","0","43"
"AA","09/21/2023","0668","N463AA","SEA","DFW","193","0","0","0","0","21"
"AA","09/21/2023","0993","N931AM","SEA","DFW","204","0","0","0","0","0"
